model,accuracy,precision,recall,f1
unnorm_bow_GaussianNB,0.5900621118012422,0.5638766519823789,0.7950310559006211,0.6597938144329897
unnorm_bow_LogReg,0.7236024844720497,0.7195121951219512,0.7329192546583851,0.7261538461538461
unnorm_bow_LinearSVC,0.6708074534161491,0.6729559748427673,0.6645962732919255,0.66875
unnorm_bow_DecisionTree,0.6677018633540373,0.6626506024096386,0.6832298136645962,0.672782874617737
norm_bow_GaussianNB,0.6086956521739131,0.5799086757990868,0.7888198757763976,0.6684210526315789
norm_bow_LogReg,0.7049689440993789,0.7012195121951219,0.7142857142857143,0.7076923076923077
norm_bow_LinearSVC,0.6614906832298136,0.6547619047619048,0.6832298136645962,0.668693009118541
norm_bow_DecisionTree,0.6677018633540373,0.6607142857142857,0.6894409937888198,0.6747720364741642
