model,accuracy,precision,recall,f1
unnorm_bow_GaussianNB,0.6403940886699507,0.5920840064620355,0.9027093596059114,0.7151219512195122
unnorm_bow_LogReg,0.7653940886699507,0.7593261131167268,0.7770935960591133,0.7681071211199026
unnorm_bow_LinearSVC,0.7783251231527094,0.7568181818181818,0.8201970443349754,0.7872340425531915
unnorm_bow_DecisionTree,0.7647783251231527,0.7667493796526055,0.7610837438423645,0.7639060568603214
norm_bow_GaussianNB,0.6600985221674877,0.6055194805194806,0.9187192118226601,0.7299412915851272
norm_bow_LogReg,0.7666256157635468,0.7656441717791411,0.7684729064039408,0.7670559311616472
norm_bow_LinearSVC,0.7690886699507389,0.745230078563412,0.8177339901477833,0.7798003523194363
norm_bow_DecisionTree,0.7567733990147784,0.7629255989911727,0.7450738916256158,0.7538940809968847
