model,accuracy,precision,recall,f1
GaussianNB,0.6163793103448276,0.6526655896607432,0.4975369458128079,0.5646401118099231
LogReg,0.7038177339901478,0.6963226571767497,0.7229064039408867,0.7093655589123867
LinearSVC,0.7050492610837439,0.6965761511216056,0.7266009852216748,0.7112718505123569
