model,accuracy,precision,recall,f1
unnorm_bow_GaussianNB,0.6403940886699507,0.5920840064620355,0.9027093596059114,0.7151219512195122
unnorm_bow_LogReg,0.7653940886699507,0.7593261131167268,0.7770935960591133,0.7681071211199026
unnorm_bow_LinearSVC,0.7783251231527094,0.7568181818181818,0.8201970443349754,0.7872340425531915
unnorm_bow_DecisionTree,0.7690886699507389,0.7741530740276035,0.7598522167487685,0.766935985083903
norm_bow_GaussianNB,0.6588669950738916,0.6036977491961415,0.9248768472906403,0.730544747081712
norm_bow_LogReg,0.7721674876847291,0.7714987714987716,0.7733990147783252,0.7724477244772447
norm_bow_LinearSVC,0.7684729064039408,0.7505747126436781,0.8041871921182266,0.7764565992865636
norm_bow_DecisionTree,0.7432266009852216,0.7471839799749687,0.7352216748768473,0.7411545623836127
