model,accuracy,precision,recall,f1,method
tfidf_GaussianNB,0.7549261083743842,0.718816067653277,0.8374384236453202,0.7736063708759955,notnorm_tfidf
tfidf_LogReg,0.8004926108374384,0.7629310344827587,0.8719211822660099,0.8137931034482758,notnorm_tfidf
tfidf_LinearSVC,0.812192118226601,0.7937427578215527,0.8435960591133005,0.817910447761194,notnorm_tfidf
tfidf_DecisionTree,0.7481527093596059,0.7496902106567535,0.7450738916256158,0.7473749227918468,notnorm_tfidf
tfidf_GaussianNB,0.7549261083743842,0.718816067653277,0.8374384236453202,0.7736063708759955,norm_tfidf
tfidf_LogReg,0.8004926108374384,0.7629310344827587,0.8719211822660099,0.8137931034482758,norm_tfidf
tfidf_LinearSVC,0.812192118226601,0.7937427578215527,0.8435960591133005,0.817910447761194,norm_tfidf
tfidf_DecisionTree,0.7647783251231527,0.7621951219512195,0.7697044334975369,0.7659313725490197,norm_tfidf
